,note_name,start_time,duration,velocity,chord
110,G#4,16.19121171770972,0.0985352862849534,109,Bbj7
111,A4,16.315046604527296,0.1051930758988016,95,Bbj7
112,C5,16.456191744340877,0.07989347536617843,96,Bbj7
113,F5,16.568042609853528,0.10785619174434088,110,Bbj7
114,F#5,16.68388814913449,0.1051930758988016,106,Bbj7
115,D#5,16.81704394141145,0.10386151797603196,97,Bbj7
116,B4,16.970173102529962,0.08255659121171771,98,Bbj7
117,A#4,17.082023968042613,0.11451398135818908,95,Bbj7
118,F5,17.211185086551268,0.09986684420772303,110,Bbj7
119,D5,17.348335552596538,0.07856191744340879,95,Bbj7
120,A4,17.490812250332887,0.09587217043941411,96,Bbj7
121,C5,17.603994673768305,0.12916111850865514,96,Bbj7
122,A#4,17.809054593874833,0.644474034620506,94,Bbj7
123,C5,18.46018641810919,0.0692410119840213,91,Bb-7
124,D5,18.540079893475365,0.07856191744340879,94,Bb-7
125,F5,18.62663115845539,0.11318242343541944,106,Bb-7
126,A5,18.767776298268977,0.08122503328894808,110,Bb-7
127,C6,18.872969374167774,0.1318242343541944,101,Bb-7
128,A5,19.022103861517976,0.08255659121171771,105,Eb7
129,A#5,19.131291611185084,0.10918774966711052,100,Eb7
130,C6,19.26844207723036,0.06125166444740346,102,Eb7
131,A#5,19.34300932090546,0.03195739014647137,100,Eb7
132,A5,19.400266311584552,0.07190412782956059,101,Eb7
133,A#5,19.52809587217044,0.13448735019973368,103,Eb7
134,C6,19.701198402130494,0.047936085219707054,91,Eb7
135,A#5,19.754460719041276,0.017310252996005325,97,Eb7
136,A5,19.774434087882824,0.08255659121171771,103,Eb7
137,A#5,19.912916111850862,0.1584553928095872,103,Eb7
138,C6,20.082023968042613,0.03462050599201065,91,Fj7
139,A5,20.140612516644474,0.12516644474034622,101,Fj7
140,A#5,20.31238348868176,0.14513981358189082,106,Fj7
141,C6,20.472170439414114,0.041278295605858856,99,Fj7
142,A#5,20.53342210386152,0.05193075898801598,99,Fj7
143,A5,20.613315579227695,0.07856191744340879,97,Fj7
144,A#5,20.715845539280956,0.19973368841544606,106,Fj7
145,G5,20.924900133155795,0.10785619174434088,101,Fj7
146,G#5,21.090013315579228,0.09187749667110519,101,Fj7
147,A5,21.1965379494008,0.10785619174434088,98,Fj7
148,B5,21.362982689747007,0.05326231691078562,103,Fj7
149,C6,21.433555259653794,0.13581890812250333,103,Fj7
150,A5,21.602663115845537,0.085219707057257,110,Fj7
151,E5,21.710519307589877,0.1318242343541944,91,Fj7
152,E5,21.88894806924101,0.043941411451398134,87,Fj7
153,G5,21.939547270306257,0.15579227696404793,102,Fj7
154,E5,22.11797603195739,0.05858854860186418,87,Ab-7
155,F5,22.180559254327562,0.14247669773635152,106,Ab-7
156,E6,22.41091877496671,0.07723035952063914,99,Ab-7
157,B5,22.614647137150463,0.03994673768308921,98,Ab-7
158,C6,22.65992010652463,0.06790945406125166,104,Ab-7
159,C#6,23.038082556591213,0.05193075898801598,102,Db7
160,D6,23.09400798934754,0.05992010652463382,96,Db7
161,A#5,23.26045272969374,0.0692410119840213,96,Db7
162,B5,23.441544607190416,0.05858854860186418,95,Db7
163,G5,23.60532623169108,0.07856191744340879,100,Db7
164,G#5,23.78109187749667,0.08921438082556592,104,Db7
165,E5,24.00612516644474,0.07323568575233022,90,G-7
166,F5,24.128628495339548,0.07989347536617843,94,G-7
167,C#5,24.280426098535287,0.05992010652463382,85,G-7
168,D5,24.39627163781624,0.06524633821571238,87,G-7
169,A#4,24.529427430093207,0.05459387483355526,96,G-7
170,B4,24.65459387483355,0.05992010652463382,99,G-7
171,G4,24.761118508655123,0.06790945406125166,100,G-7
172,G#4,24.895605858854857,0.07190412782956059,100,G-7
173,A#4,25.496138482023966,0.09986684420772303,103,C7
174,D5,25.62529960053262,0.06790945406125166,98,C7
175,F5,25.7185086551265,0.12649800266311584,111,C7
176,A5,25.867643142476695,0.1118508655126498,112,C7
177,G5,25.99147802929427,0.03462050599201065,101,C7
178,G#5,26.03541944074567,0.041278295605858856,100,Em7b5
179,G5,26.08868175765646,0.02529960053262317,97,Em7b5
180,F5,26.137949400798938,0.07723035952063914,99,Em7b5
181,E5,26.24980026631158,0.1051930758988016,93,Em7b5
182,G5,26.38162450066578,0.11051930758988016,104,Em7b5
183,A#5,26.49880159786951,0.10918774966711052,103,Em7b5
184,C#6,26.621304926764317,0.1278295605858855,105,A7
185,D6,26.76111850865513,0.12250332889480692,102,A7
186,A#5,26.906258322237022,0.08921438082556592,102,A7
187,G5,27.01544607190413,0.118508655126498,106,D-7
188,E5,27.143275632490017,0.07723035952063914,96,D-7
189,C6,27.28841544607191,0.02529960053262317,89,D-7
190,D6,27.328362183754997,0.041278295605858856,98,D-7
191,C6,27.382956058588547,0.08388814913448735,101,D-7
192,A#5,27.48814913448735,0.13448735019973368,102,D-7
193,G5,27.66391478029294,0.09320905459387484,109,D-7
194,E5,27.773102529960056,0.1318242343541944,99,D-7
195,C#5,27.911584553928094,0.11584553928095873,99,D-7
196,C5,28.04074567243675,0.09587217043941411,101,G7
197,A#4,28.143275632490017,0.1118508655126498,101,G7
198,A4,28.27776298268975,0.1584553928095872,105,G7
199,B4,28.446870838881495,0.08255659121171771,102,G7
200,C5,28.538748335552597,0.08655126498002663,96,G7
201,A5,28.653262316910784,0.10652463382157124,112,G7
202,E5,28.81571238348868,0.07989347536617843,97,G7
203,C5,28.930226364846874,0.07856191744340879,95,G7
204,A4,29.046071904127828,0.10386151797603196,102,G-7
205,A#4,29.15792276964048,0.09720372836218376,101,G-7
206,B4,29.27776298268975,0.11717709720372836,93,G-7
207,F5,29.45486018641811,0.05193075898801598,109,G-7
208,A5,29.525432756324903,0.1278295605858855,110,C7
209,F#5,29.691877496671104,0.07456724367509987,101,C7
210,G5,29.785086551264982,0.11451398135818908,106,C7
211,B5,29.924900133155795,0.07989347536617843,100,C7
212,D6,30.095339547270306,0.1051930758988016,101,F6
213,F6,30.23515312916112,0.06391478029294274,100,F6
214,G6,30.30838881491345,0.08255659121171771,100,F6
215,E6,30.477496671105193,0.07856191744340879,101,F6
216,B5,30.71717709720373,0.037283621837549935,100,F6
217,C6,30.762450066577898,0.07057256990679095,101,F6
218,G#5,30.952862849533958,0.03195739014647137,106,F6
219,A5,30.992809587217046,0.07456724367509987,104,F6
220,F5,31.1965379494008,0.09720372836218376,96,C-7
221,C5,31.328362183754997,0.10252996005326231,94,C-7
222,F5,31.50279627163782,0.09054593874833555,105,F7
223,F5,31.842343541944075,0.19840213049267644,98,F7
224,A#4,32.50013315579228,0.06657789613848203,106,Bbj7
225,C5,32.582689747004,0.09320905459387484,100,Bbj7
226,F5,32.71584553928096,0.1318242343541944,109,Bbj7
227,A5,32.86897470039947,0.15046604527296936,110,Bbj7
228,C6,33.04873501997337,0.13715046604527298,107,Bbj7
229,G#5,33.23115845539281,0.06657789613848203,113,Bbj7
230,G5,33.31238348868176,0.09054593874833555,111,Bbj7
231,G#5,33.40958721704394,0.05459387483355526,109,Bbj7
232,D6,33.60932090545939,0.10386151797603196,105,Bbj7
233,F6,33.7930758988016,0.10252996005326231,105,Bbj7
234,A6,34.52942743009321,0.045272969374167776,105,Bb-7
235,A#6,34.582689747004,0.05326231691078562,101,Bb-7
236,F6,34.763781624500666,0.07723035952063914,96,Bb-7
237,C#6,34.930226364846874,0.03861517976031957,100,Bb-7
238,D6,34.97017310252996,0.10119840213049268,102,Bb-7
239,A#5,35.13395472703063,0.1118508655126498,98,Eb7
240,G5,35.28841544607191,0.0985352862849534,103,Eb7
241,B5,35.549400798934755,0.07856191744340879,100,Eb7
242,C6,35.63861517976032,0.10386151797603196,104,Eb7
243,A5,35.765113182423434,0.12250332889480692,106,Eb7
244,A#5,35.90359520639148,0.1118508655126498,99,Eb7
245,G5,36.03941411451398,0.0985352862849534,107,Fj7
246,G#5,36.14327563249002,0.13448735019973368,113,Fj7
247,F5,36.29906790945406,0.08921438082556592,109,Fj7
248,C#5,36.4202396804261,0.07456724367509987,97,Fj7
249,C5,36.52809587217044,0.03195739014647137,99,Fj7
250,B4,36.584021304926765,0.03195739014647137,101,Fj7
251,A#4,36.631957390146475,0.13315579227696406,103,Fj7
252,G#4,36.80905459387483,0.1051930758988016,107,Fj7
253,G4,36.92623169107856,0.08788282290279627,100,Fj7
254,C5,37.05139813581891,0.09187749667110519,96,Fj7
255,A#4,37.17123834886818,0.11318242343541944,100,Fj7
256,G#4,37.31904127829561,0.11984021304926765,101,Fj7
257,A4,37.4641810918775,0.1051930758988016,106,Fj7
258,C5,37.588015978695076,0.07723035952063914,94,Fj7
259,G4,37.71318242343542,0.085219707057257,101,Fj7
260,C5,37.842343541944075,0.08122503328894808,98,Fj7
261,F4,37.959520639147804,0.26498002663115844,100,Fj7
262,F4,38.846338215712386,0.19307589880159787,101,Ab-7
263,A#4,39.11664447403462,0.05858854860186418,101,Db7
264,E4,39.3762982689747,0.17576564580559254,101,Db7
265,C5,39.62396804260985,0.05326231691078562,98,Db7
266,D4,39.97949400798935,0.3169107856191744,109,Db7
267,G4,40.91824234354195,0.08122503328894808,107,G-7
268,G#4,41.01011984021305,0.09187749667110519,104,C7
269,B4,41.12330226364847,0.0985352862849534,98,C7
270,D5,41.26977363515313,0.11318242343541944,100,C7
271,F5,41.40426098535286,0.118508655126498,110,C7
272,D5,41.53608521970706,0.10119840213049268,100,C7
273,C5,41.66524633821572,0.045272969374167776,101,C7
274,B4,41.7185086551265,0.05326231691078562,102,C7
275,A#4,41.79041278295606,0.0985352862849534,105,C7
276,G4,41.910252996005326,0.10652463382157124,102,C7
277,C5,42.04873501997337,0.10252996005326231,95,A-7
278,A4,42.20186418109188,0.1118508655126498,95,A-7
279,A#4,42.432223701731026,0.13981358189081225,96,A-7
280,B4,43.15659121171771,0.07456724367509987,91,D-7
281,D5,43.29241011984021,0.085219707057257,95,D-7
282,F5,43.38295605858855,0.11584553928095873,108,D-7
283,E5,43.520106524633825,0.11318242343541944,97,D-7
284,G5,43.6439414114514,0.09587217043941411,112,D-7
285,E5,43.7624500665779,0.0985352862849534,95,D-7
286,C5,43.90093209054594,0.08255659121171771,101,D-7
287,A4,44.002130492676436,0.10252996005326231,106,G7
288,A#4,44.13262316910786,0.0758988015978695,102,G7
289,B4,44.22050599201065,0.03994673768308921,98,G7
290,C5,44.27376830892144,0.09187749667110519,96,G7
291,A4,44.398934753661784,0.09320905459387484,104,G7
292,F4,44.52676431424767,0.13448735019973368,104,G7
293,C5,44.71584553928096,0.05059920106524634,98,G7
294,D5,44.77709720372837,0.11051930758988016,95,G7
295,A4,44.94354194407457,0.10652463382157124,101,G7
296,F4,45.20053262316911,0.10252996005326231,103,G7
297,A4,45.441544607190416,0.10252996005326231,103,G7
298,B4,45.67190412782956,0.10652463382157124,101,G7
299,D5,45.911584553928094,0.12250332889480692,94,G7
300,F5,46.18455392809587,0.10652463382157124,111,G-7
301,A5,46.44021304926765,0.12383488681757657,113,G-7
302,B5,46.70386151797603,0.11051930758988016,105,G-7
303,D6,46.95286284953396,0.09320905459387484,105,G-7
304,G6,47.232490013315584,0.05459387483355526,91,C7
305,E6,47.320372836218375,0.09720372836218376,95,C7
306,C6,47.476165113182425,0.10119840213049268,9,C7
307,D6,47.69853528628496,0.0985352862849534,99,B7
308,A#5,47.84101198402131,0.12250332889480692,99,B7
309,G5,48.007456724367515,0.10119840213049268,105,Bbj7
310,C6,48.22050599201065,0.09187749667110519,102,Bbj7
311,A5,48.349667110519306,0.118508655126498,108,Bbj7
312,E5,48.549400798934755,0.09054593874833555,94,Bbj7
313,A5,48.75712383488682,0.09054593874833555,104,Bbj7
314,E5,48.89294274300932,0.118508655126498,93,Bbj7
315,D#5,49.0340878828229,0.14247669773635152,92,Bbj7
316,C5,49.81171770972038,0.022636484687083888,100,Bbj7
317,D5,49.837017310252996,0.10119840213049268,102,Bbj7
318,G5,50.04474034620506,0.05858854860186418,102,Bb-7
319,G5,50.12596537949401,0.15978695073235685,105,Bb-7
320,B4,50.78641810918775,0.07057256990679095,94,Bb-7
321,D5,50.86364846870839,0.09187749667110519,98,Bb-7
322,F5,50.97949400798935,0.05858854860186418,99,Bb-7
323,G5,51.08335552596538,0.09187749667110519,107,Eb7
324,G5,51.20719041278296,0.1744340878828229,109,Eb7
325,B4,51.87430093209055,0.08255659121171771,99,Eb7
326,D5,52.027430093209055,0.10386151797603196,103,Fj7
327,F5,52.17123834886818,0.13315579227696406,114,Fj7
328,G5,52.37097203728362,0.11584553928095873,114,Fj7
329,A#5,52.59467376830892,0.1278295605858855,108,Fj7
330,C#5,52.82103861517976,0.23169107856191745,98,Fj7
331,C5,53.86364846870839,0.15312916111850866,103,Fj7
332,D5,54.032756324900134,0.15312916111850866,101,Ab-7
333,E5,54.241810918774966,0.17576564580559254,100,Ab-7
334,F5,54.446870838881495,0.1118508655126498,108,Ab-7
335,D5,54.661251664447406,0.1744340878828229,96,Ab-7
336,E5,54.84900133155792,0.15446071904127828,94,Ab-7
337,F5,55.01944074567244,0.16378162450066577,109,Db7
338,G5,55.20186418109188,0.1584553928095872,105,Db7
339,E5,55.45352862849534,0.118508655126498,90,Db7
340,F5,55.593342210386155,0.14380825565912117,106,Db7
341,G5,55.79707057256991,0.15046604527296936,108,Db7
342,G#5,55.97949400798935,0.18508655126498003,108,Db7
343,G5,56.187217043941416,0.14513981358189082,108,G-7
344,G#5,56.35632490013316,0.15446071904127828,113,G-7
345,A#5,56.58135818908123,0.13981358189081225,101,G-7
346,B5,56.749134487350204,0.13715046604527298,101,G-7
347,C#6,56.95685752330227,0.14380825565912117,101,G-7
348,D6,57.135286284953395,0.13981358189081225,96,C7
349,E6,57.37896138482024,0.09720372836218376,97,C7
350,D6,57.505459387483356,0.0758988015978695,95,C7
351,E6,57.60399467376831,0.08122503328894808,96,C7
352,D6,57.89161118508655,0.2210386151797603,97,C7
353,D6,58.11264980026631,0.0,80,Em7b5
354,G5,58.671904127829556,0.07190412782956059,101,A7
355,A5,58.78242343541944,0.10119840213049268,109,A7
356,C6,58.91824234354194,0.12250332889480692,107,A7
357,A5,59.06870838881492,0.12250332889480692,108,D-7
358,E5,59.22583222370174,0.05326231691078562,94,D-7
359,G5,59.313715046604536,0.11717709720372836,114,D-7
360,E5,59.46551264980027,0.07057256990679095,104,D-7
361,C#5,59.570705725699064,0.03462050599201065,94,D-7
362,D5,59.62130492676432,0.033288948069241014,92,D-7
363,C5,59.671904127829556,0.03462050599201065,95,D-7
364,A4,59.719840213049274,0.07456724367509987,103,D-7
365,A#4,59.818375499334216,0.20372836218375498,105,D-7
366,A5,60.05006657789614,0.12649800266311584,114,G7
367,E5,60.25912117177098,0.15046604527296936,97,G7
368,C#5,60.50545938748336,0.09054593874833555,101,G7
369,D5,60.73049267643143,0.1384820239680426,98,G7
370,E5,61.50945406125167,0.06391478029294274,97,C7
371,F5,61.580026631158454,0.10785619174434088,112,C7
372,A5,61.710519307589884,0.09587217043941411,109,C7
373,G#5,61.827696404793606,0.05459387483355526,107,C7
374,A5,61.90492676431425,0.05858854860186418,99,C7
375,D6,62.10066577896139,0.10252996005326231,103,F6
376,A5,62.251131824234356,0.07723035952063914,111,F6
377,F5,62.35765645805592,0.1118508655126498,101,F6
378,D5,62.5121171770972,0.08255659121171771,97,F6
379,B4,62.62130492676432,0.12383488681757657,98,F6
380,A#4,62.76644474034621,0.36351531291611183,98,F6
381,G4,63.1525965379494,0.07456724367509987,98,C-7
382,A4,63.23781624500666,0.09054593874833555,98,C-7
383,A#4,63.34434087882823,0.03861517976031957,100,C-7
384,C5,63.39627163781625,0.03994673768308921,95,C-7
385,D#5,63.47350199733689,0.0426098535286285,91,C-7
386,A5,63.54007989347537,0.15046604527296936,106,F7
387,F5,63.74647137150466,0.12250332889480692,107,F7
388,F5,64.02343541944074,0.11717709720372836,109,Bbj7
389,C5,64.28974700399466,0.05858854860186418,100,Bbj7
390,F5,64.380292942743,0.11717709720372836,103,Bbj7
391,D5,65.03009320905458,0.10119840213049268,99,Bbj7
392,F5,65.15525965379493,0.08655126498002663,108,Bbj7
393,A5,65.28974700399466,0.0692410119840213,112,Bbj7
394,C6,65.380292942743,0.12649800266311584,105,Bbj7
395,F6,65.54540612516644,0.10386151797603196,97,Bbj7
396,E6,65.67589880159787,0.08788282290279627,99,Bbj7
397,D#6,65.78242343541943,0.11318242343541944,101,Bbj7
398,D6,65.90359520639147,0.10119840213049268,102,Bbj7
399,D5,66.05006657789613,0.06657789613848203,93,Bb-7
400,F5,66.13395472703063,0.09320905459387484,101,Bb-7
401,A5,66.30705725699067,0.0692410119840213,109,Bb-7
402,C6,66.40426098535286,0.06125166444740346,104,Bb-7
403,D6,66.47616511318242,0.0426098535286285,99,Bb-7
404,C6,66.53209054593874,0.037283621837549935,103,Bb-7
405,B5,66.57736351531291,0.06391478029294274,101,Bb-7
406,A#5,66.65459387483355,0.12117177097203728,98,Bb-7
407,F5,66.8143808255659,0.09720372836218376,109,Bb-7
408,D5,66.92889480692409,0.10386151797603196,96,Bb-7
409,B4,67.0820239680426,0.05459387483355526,98,Eb7
410,A#4,67.16324900133155,0.12117177097203728,102,Eb7
411,G4,67.31105193075898,0.11584553928095873,103,Eb7
412,F4,67.4548601864181,0.10652463382157124,99,Eb7
413,C5,67.58535286284953,0.09320905459387484,96,Eb7
414,A#4,67.70119840213049,0.09320905459387484,98,Eb7
415,F5,67.86897470039946,0.09320905459387484,108,Eb7
416,C#5,68.09001331557923,0.11051930758988016,98,Fj7
417,A#4,68.23249001331557,0.13448735019973368,98,Fj7
418,G5,68.42556591211716,0.09320905459387484,102,Fj7
419,F5,68.65858854860186,0.085219707057257,103,Fj7
420,A5,69.59334221038614,0.02796271637816245,83,Fj7
421,A#5,69.62263648468708,0.0985352862849534,98,Fj7
422,G5,69.8583222370173,0.09587217043941411,107,Fj7
423,A5,69.99280958721704,0.12649800266311584,108,Fj7
424,C6,70.17789613848201,0.12117177097203728,105,Ab-7
425,A5,70.32703062583222,0.118508655126498,110,Ab-7
426,E5,70.46151797603196,0.03861517976031957,96,Ab-7
427,D#5,70.50679094540612,0.05059920106524634,97,Ab-7
428,E5,70.56404793608522,0.11318242343541944,99,Ab-7
429,C5,70.71185086551264,0.1384820239680426,96,Ab-7
430,G5,70.88362183754992,0.13315579227696406,109,Ab-7
431,E5,71.0780292942743,0.12383488681757657,95,Db7
432,F5,71.21251664447404,0.1810918774966711,110,Db7
433,E5,71.43888149134487,0.11051930758988016,101,Db7
434,C5,71.6825565912117,0.118508655126498,98,Db7
435,A4,71.88628495339546,0.11584553928095873,99,Db7
436,G4,72.03541944074567,0.21171770972037285,102,G-7
437,G#4,72.26444740346204,0.1810918774966711,104,G-7
438,A#4,72.48548601864181,0.09320905459387484,97,G-7
439,B4,72.71717709720372,0.10785619174434088,99,G-7
440,C#5,72.96750998668442,0.1384820239680426,94,G-7
441,D5,73.17523302263648,0.11584553928095873,94,C7
442,E5,73.3762982689747,0.09720372836218376,82,C7
443,F5,73.51744340878828,0.12117177097203728,106,C7
444,G5,73.75179760319574,0.10119840213049268,102,C7
445,G#5,73.86897470039946,0.15046604527296936,104,C7
446,B5,74.11264980026631,0.12916111850865514,94,A-7
447,A#5,74.3057256990679,0.13715046604527298,96,A-7
448,D5,74.49081225033288,0.2436750998668442,92,A-7
449,C6,75.82103861517976,0.05992010652463382,107,D-7
450,D6,75.88761651131824,0.023968042609853527,94,D-7
451,C6,75.92889480692409,0.05059920106524634,109,D-7
452,B5,75.99147802929427,0.043941411451398134,109,D-7
453,A#5,76.0474034620506,0.14247669773635152,111,G7
454,A5,76.20719041278295,0.118508655126498,114,G7
455,E5,76.35366178428761,0.11717709720372836,96,G7
456,F5,76.48282290279627,0.05858854860186418,84,G7
457,G5,76.5467376830892,0.1384820239680426,115,G7
458,E5,76.74114513981358,0.05858854860186418,89,G7
459,F5,76.80505992010652,0.1478029294274301,115,G7
460,E5,76.97683089214381,0.09320905459387484,102,G7
461,C5,77.10998668442076,0.09187749667110519,94,G7
462,A4,77.20985352862849,0.09587217043941411,99,G7
463,C5,77.34567243675099,0.0426098535286285,99,G7
464,D5,77.40426098535286,0.10785619174434088,98,G7
465,A4,77.52809587217044,0.13448735019973368,101,G7
466,F4,77.71185086551264,0.2436750998668442,101,G7
467,D4,77.97150466045272,0.3448735019973369,114,G7
468,B4,78.33501997336883,0.13715046604527298,103,G-7
469,D5,78.56271637816245,0.36351531291611183,98,G-7
470,C5,78.97549933422103,0.07723035952063914,90,G-7
471,A4,79.10332889480692,0.12383488681757657,98,C7
472,B4,79.29241011984021,0.20639147802929428,94,C7
473,A5,80.0513981358189,0.118508655126498,115,Bbj7
474,F#5,80.52410119840212,0.14380825565912117,109,Bbj7
475,G5,80.68122503328894,0.170439414114514,104,Bbj7
476,F#5,80.86364846870838,0.14513981358189082,100,Bbj7
477,A#4,81.08335552596537,0.11318242343541944,103,Bbj7
478,D5,81.30972037283621,0.05059920106524634,95,Bbj7
479,E5,81.40026631158455,0.07190412782956059,95,Bbj7
480,E5,81.8143808255659,0.1051930758988016,95,Bbj7
481,D#5,81.9555259653795,0.14247669773635152,92,Bbj7
482,A#4,82.18055925432756,0.09054593874833555,96,Bb-7
483,D#5,82.28442077230359,0.17177097203728361,97,Bb-7
484,D5,82.66924101198401,0.24500665778961384,98,Bb-7
